"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Tennessee"	"47"	"2009"	"2009"	323	6306019	5.1
	"Tennessee"	"47"	"2010"	"2010"	391	6346105	6.2
	"Tennessee"	"47"	"2011"	"2011"	315	6403353	4.9
	"Tennessee"	"47"	"2012"	"2012"	385	6456243	6.0
	"Tennessee"	"47"	"2013"	"2013"	366	6495978	5.6
	"Tennessee"	"47"	"2014"	"2014"	417	6549352	6.4
	"Tennessee"	"47"	"2015"	"2015"	496	6600299	7.5
	"Tennessee"	"47"	"2016"	"2016"	518	6651194	7.8
	"Tennessee"	"47"	"2017"	"2017"	648	6715984	9.6
	"Tennessee"	"47"	"2018"	"2018"	659	6770010	9.7
	"Texas"	"48"	"1999"	"1999"	401	20558220	2.0
	"Texas"	"48"	"2000"	"2000"	390	20851820	1.9
	"Texas"	"48"	"2001"	"2001"	564	21319622	2.6
	"Texas"	"48"	"2002"	"2002"	654	21690325	3.0
	"Texas"	"48"	"2003"	"2003"	794	22030931	3.6
	"Texas"	"48"	"2004"	"2004"	785	22394023	3.5
	"Texas"	"48"	"2005"	"2005"	803	22778123	3.5
	"Texas"	"48"	"2006"	"2006"	1023	23359580	4.4
	"Texas"	"48"	"2007"	"2007"	861	23831983	3.6
	"Texas"	"48"	"2008"	"2008"	781	24309039	3.2
	"Texas"	"48"	"2009"	"2009"	839	24801761	3.4
	"Texas"	"48"	"2010"	"2010"	784	25145561	3.1
	"Texas"	"48"	"2011"	"2011"	900	25674681	3.5
	"Texas"	"48"	"2012"	"2012"	868	26059203	3.3
	"Texas"	"48"	"2013"	"2013"	825	26448193	3.1
	"Texas"	"48"	"2014"	"2014"	864	26956958	3.2
	"Texas"	"48"	"2015"	"2015"	945	27469114	3.4
	"Texas"	"48"	"2016"	"2016"	983	27862596	3.5
	"Texas"	"48"	"2017"	"2017"	1058	28304596	3.7
	"Texas"	"48"	"2018"	"2018"	1019	28701845	3.6
	"Utah"	"49"	"1999"	"1999"	12	2203482	Unreliable
	"Utah"	"49"	"2000"	"2000"	13	2233169	Unreliable
	"Utah"	"49"	"2001"	"2001"	26	2283715	1.1
	"Utah"	"49"	"2002"	"2002"	36	2324815	1.5
	"Utah"	"49"	"2003"	"2003"	27	2360137	1.1
	"Utah"	"49"	"2004"	"2004"	41	2401580	1.7
	"Utah"	"49"	"2005"	"2005"	51	2457719	2.1
	"Utah"	"49"	"2006"	"2006"	41	2525507	1.6
	"Utah"	"49"	"2007"	"2007"	73	2597746	2.8
	"Utah"	"49"	"2008"	"2008"	87	2663029	3.3
	"Utah"	"49"	"2009"	"2009"	93	2723421	3.4
	"Utah"	"49"	"2010"	"2010"	108	2763885	3.9
	"Utah"	"49"	"2011"	"2011"	108	2817222	3.8
	"Utah"	"49"	"2012"	"2012"	138	2855287	4.8
	"Utah"	"49"	"2013"	"2013"	120	2900872	4.1
	"Utah"	"49"	"2014"	"2014"	131	2942902	4.5
	"Utah"	"49"	"2015"	"2015"	116	2995919	3.9
	"Utah"	"49"	"2016"	"2016"	139	3051217	4.6
	"Utah"	"49"	"2017"	"2017"	99	3101833	3.2
	"Utah"	"49"	"2018"	"2018"	86	3161105	2.7
	"Vermont"	"50"	"1999"	"1999"	Suppressed	604683	Suppressed
	"Vermont"	"50"	"2000"	"2000"	12	608827	Unreliable
	"Vermont"	"50"	"2001"	"2001"	18	612223	Unreliable
	"Vermont"	"50"	"2002"	"2002"	18	615442	Unreliable
	"Vermont"	"50"	"2003"	"2003"	27	617858	4.4
	"Vermont"	"50"	"2004"	"2004"	21	619920	3.4
	"Vermont"	"50"	"2005"	"2005"	16	621215	Unreliable
	"Vermont"	"50"	"2006"	"2006"	37	622892	5.9
	"Vermont"	"50"	"2007"	"2007"	27	623481	4.3
	"Vermont"	"50"	"2008"	"2008"	36	624151	5.8
	"Vermont"	"50"	"2009"	"2009"	24	624817	3.8
	"Vermont"	"50"	"2010"	"2010"	18	625741	Unreliable
	"Vermont"	"50"	"2011"	"2011"	35	626431	5.6
	"Vermont"	"50"	"2012"	"2012"	27	626011	4.3
	"Vermont"	"50"	"2013"	"2013"	41	626630	6.5
	"Vermont"	"50"	"2014"	"2014"	40	626562	6.4
	"Vermont"	"50"	"2015"	"2015"	60	626042	9.6
	"Vermont"	"50"	"2016"	"2016"	80	624594	12.8
	"Vermont"	"50"	"2017"	"2017"	90	623657	14.4
	"Vermont"	"50"	"2018"	"2018"	107	626299	17.1
	"Virginia"	"51"	"1999"	"1999"	149	7000174	2.1
	"Virginia"	"51"	"2000"	"2000"	203	7078515	2.9
	"Virginia"	"51"	"2001"	"2001"	192	7198362	2.7
	"Virginia"	"51"	"2002"	"2002"	250	7286873	3.4
	"Virginia"	"51"	"2003"	"2003"	252	7366977	3.4
	"Virginia"	"51"	"2004"	"2004"	287	7475575	3.8
	"Virginia"	"51"	"2005"	"2005"	179	7577105	2.4
	"Virginia"	"51"	"2006"	"2006"	262	7673725	3.4
	"Virginia"	"51"	"2007"	"2007"	293	7751000	3.8
	"Virginia"	"51"	"2008"	"2008"	320	7833496	4.1
	"Virginia"	"51"	"2009"	"2009"	290	7925937	3.7
	"Virginia"	"51"	"2010"	"2010"	208	8001024	2.6
	"Virginia"	"51"	"2011"	"2011"	308	8096604	3.8
	"Virginia"	"51"	"2012"	"2012"	295	8185867	3.6
	"Virginia"	"51"	"2013"	"2013"	375	8260405	4.5
	"Virginia"	"51"	"2014"	"2014"	448	8326289	5.4
	"Virginia"	"51"	"2015"	"2015"	568	8382993	6.8
	"Virginia"	"51"	"2016"	"2016"	837	8411808	10.0
	"Virginia"	"51"	"2017"	"2017"	878	8470020	10.4
	"Virginia"	"51"	"2018"	"2018"	833	8517685	9.8
	"Washington"	"53"	"1999"	"1999"	239	5842564	4.1
	"Washington"	"53"	"2000"	"2000"	219	5894121	3.7
	"Washington"	"53"	"2001"	"2001"	167	5985722	2.8
	"Washington"	"53"	"2002"	"2002"	229	6052349	3.8
	"Washington"	"53"	"2003"	"2003"	227	6104115	3.7
	"Washington"	"53"	"2004"	"2004"	284	6178645	4.6
	"Washington"	"53"	"2005"	"2005"	264	6257305	4.2
	"Washington"	"53"	"2006"	"2006"	325	6370753	5.1
	"Washington"	"53"	"2007"	"2007"	322	6461587	5.0
	"Washington"	"53"	"2008"	"2008"	335	6562231	5.1
	"Washington"	"53"	"2009"	"2009"	303	6667426	4.5
	"Washington"	"53"	"2010"	"2010"	284	6724540	4.2
	"Washington"	"53"	"2011"	"2011"	336	6830038	4.9
	"Washington"	"53"	"2012"	"2012"	327	6897012	4.7
	"Washington"	"53"	"2013"	"2013"	327	6971406	4.7
	"Washington"	"53"	"2014"	"2014"	289	7061530	4.1
	"Washington"	"53"	"2015"	"2015"	319	7170351	4.4
	"Washington"	"53"	"2016"	"2016"	297	7288000	4.1
	"Washington"	"53"	"2017"	"2017"	325	7405743	4.4
	"Washington"	"53"	"2018"	"2018"	341	7535591	4.5
	"West Virginia"	"54"	"1999"	"1999"	Suppressed	1811799	Suppressed
	"West Virginia"	"54"	"2000"	"2000"	15	1808344	Unreliable
	"West Virginia"	"54"	"2001"	"2001"	36	1801481	2.0
	"West Virginia"	"54"	"2002"	"2002"	57	1805414	3.2
	"West Virginia"	"54"	"2003"	"2003"	76	1812295	4.2
	"West Virginia"	"54"	"2004"	"2004"	114	1816438	6.3
	"West Virginia"	"54"	"2005"	"2005"	72	1820492	4.0
	"West Virginia"	"54"	"2006"	"2006"	143	1827912	7.8
	"West Virginia"	"54"	"2007"	"2007"	105	1834052	5.7
	"West Virginia"	"54"	"2008"	"2008"	91	1840310	4.9
	"West Virginia"	"54"	"2009"	"2009"	54	1847775	2.9
	"West Virginia"	"54"	"2010"	"2010"	97	1852994	5.2
	"West Virginia"	"54"	"2011"	"2011"	123	1855364	6.6
	"West Virginia"	"54"	"2012"	"2012"	85	1855413	4.6
	"West Virginia"	"54"	"2013"	"2013"	135	1854304	7.3
	"West Virginia"	"54"	"2014"	"2014"	156	1850326	8.4
	"West Virginia"	"54"	"2015"	"2015"	207	1844128	11.2
	"West Virginia"	"54"	"2016"	"2016"	303	1831102	16.5
	"West Virginia"	"54"	"2017"	"2017"	419	1815857	23.1
	"West Virginia"	"54"	"2018"	"2018"	295	1805832	16.3
	"Wisconsin"	"55"	"1999"	"1999"	59	5332666	1.1
	"Wisconsin"	"55"	"2000"	"2000"	77	5363675	1.4
	"Wisconsin"	"55"	"2001"	"2001"	102	5406835	1.9
	"Wisconsin"	"55"	"2002"	"2002"	117	5445162	2.1
	"Wisconsin"	"55"	"2003"	"2003"	150	5479203	2.7
	"Wisconsin"	"55"	"2004"	"2004"	165	5514026	3.0
	"Wisconsin"	"55"	"2005"	"2005"	199	5546166	3.6
	"Wisconsin"	"55"	"2006"	"2006"	242	5577655	4.3
	"Wisconsin"	"55"	"2007"	"2007"	254	5610775	4.5
	"Wisconsin"	"55"	"2008"	"2008"	234	5640996	4.1
	"Wisconsin"	"55"	"2009"	"2009"	212	5669264	3.7
	"Wisconsin"	"55"	"2010"	"2010"	243	5686986	4.3
	"Wisconsin"	"55"	"2011"	"2011"	248	5711767	4.3
	"Wisconsin"	"55"	"2012"	"2012"	240	5726398	4.2
	"Wisconsin"	"55"	"2013"	"2013"	283	5742713	4.9
	"Wisconsin"	"55"	"2014"	"2014"	268	5757564	4.7
	"Wisconsin"	"55"	"2015"	"2015"	311	5771337	5.4
	"Wisconsin"	"55"	"2016"	"2016"	469	5778708	8.1
	"Wisconsin"	"55"	"2017"	"2017"	563	5795483	9.7
	"Wisconsin"	"55"	"2018"	"2018"	488	5813568	8.4
	"Wyoming"	"56"	"1999"	"1999"	Suppressed	491780	Suppressed
	"Wyoming"	"56"	"2000"	"2000"	Suppressed	493782	Suppressed
	"Wyoming"	"56"	"2001"	"2001"	Suppressed	494657	Suppressed
	"Wyoming"	"56"	"2002"	"2002"	11	500017	Unreliable
	"Wyoming"	"56"	"2003"	"2003"	Suppressed	503453	Suppressed
	"Wyoming"	"56"	"2004"	"2004"	Suppressed	509106	Suppressed
	"Wyoming"	"56"	"2005"	"2005"	Suppressed	514157	Suppressed
	"Wyoming"	"56"	"2006"	"2006"	10	522667	Unreliable
	"Wyoming"	"56"	"2007"	"2007"	20	534876	3.7
	"Wyoming"	"56"	"2008"	"2008"	23	546043	4.2
	"Wyoming"	"56"	"2009"	"2009"	22	559851	3.9
	"Wyoming"	"56"	"2010"	"2010"	27	563626	4.8
	"Wyoming"	"56"	"2011"	"2011"	24	568158	4.2
	"Wyoming"	"56"	"2012"	"2012"	20	576412	3.5
	"Wyoming"	"56"	"2013"	"2013"	30	582658	5.1
	"Wyoming"	"56"	"2014"	"2014"	30	584153	5.1
	"Wyoming"	"56"	"2015"	"2015"	27	586107	4.6
	"Wyoming"	"56"	"2016"	"2016"	29	585501	5.0
	"Wyoming"	"56"	"2017"	"2017"	21	579315	3.6
	"Wyoming"	"56"	"2018"	"2018"	20	577737	3.5
"---"
"Dataset: Underlying Cause of Death, 1999-2018"
"Query Parameters:"
"ICD-10 Codes: X42 (Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere"
"classified)"
"Group By: State; Year"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Feb 18, 2020 10:37:50 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Feb 18, 2020 10:37:50 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/ucd.html#Georgia-Reporting-Anomalies."
"3. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#New-Jersey-Reporting-Anomalies."
"4. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"5. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"6. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"7. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018"
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for"
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS"
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The"
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal"
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18,"
"2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race"
"estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on"
"October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999"
"intercensal series of July 1 estimates. Population figures for the infant age groups are the number of live births."
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to"
"use of the population estimates which were available at the time of release."
"8. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
"9. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#ICD-10 Changes."
